SK_ID_CURR,AGE,ANNUAL_INCOME,LOAN_AMOUNT,EMPLOYMENT_YEARS,CREDIT_SCORE,EXISTING_LOANS,TARGET
100728,64,123306,98190,36,703,2,0
100729,25,53654,23895,7,603,1,1
100730,50,143220,91912,26,766,2,0
100731,50,46627,5370,34,387,2,1
100732,37,72550,5486,5,309,1,1
100733,43,132025,28762,18,607,4,0
100734,35,64910,31613,17,733,2,1
100735,57,110417,8196,0,463,2,1
100736,41,78251,99937,24,538,1,0
100737,34,55422,81349,26,616,3,1
100738,22,31984,69839,6,634,2,0
100739,31,109312,46916,28,317,0,1
100740,59,81386,13572,30,370,4,0
100741,58,103291,33225,35,474,2,1
100742,54,27135,50853,18,638,1,1
100743,58,20320,54390,5,547,0,1
100744,54,122958,37275,24,492,1,0
100745,38,114171,77379,30,718,2,0
100746,50,41684,6105,8,624,0,0
100747,35,75913,64896,19,605,4,0
100748,47,108774,48209,9,503,4,0
100749,54,41889,47487,36,422,4,1
100750,58,115849,23051,26,746,3,0
100751,53,118071,99244,12,790,1,1
100752,44,68899,82400,1,732,2,1
100753,35,144011,71961,20,427,0,1
100754,50,30770,65156,32,847,1,1
100755,62,59321,62175,23,346,2,1
100756,37,105962,11849,33,804,3,1
100757,25,129863,23976,8,414,2,0
100758,49,61777,61866,1,715,1,0
100759,24,66250,52078,29,522,2,1
100760,30,93034,36113,21,802,0,0
100761,37,124940,20401,10,395,3,0
100762,30,60130,17884,16,406,0,1
100763,37,101931,89360,35,331,3,0
100764,40,69346,42563,12,792,3,1
100765,44,22537,39414,6,365,2,1
100766,25,104762,21142,15,478,0,1
100767,54,35216,76492,32,742,3,1
100768,26,104149,84464,0,848,3,1
100769,22,23009,80257,10,500,2,1
100770,33,109904,81693,5,348,1,1
100771,63,49327,40135,19,562,1,0
100772,63,34209,77232,34,432,4,0
100773,31,68443,32862,36,643,4,1
100774,43,35029,10190,25,475,3,1
100775,36,87613,75199,11,690,1,1
100776,51,99443,9331,29,310,3,0
100777,31,76997,57186,27,500,0,1
100778,36,122171,49648,26,302,1,1
100779,28,134456,33549,18,513,1,1
100780,24,82559,86782,4,606,1,0
100781,60,84892,30761,4,843,4,1
100782,24,90409,8262,26,626,2,1
100783,45,28635,56259,27,498,2,1
100784,23,53065,77572,25,408,4,1
100785,52,131399,58472,26,590,4,0
100786,23,140544,92858,20,407,4,1
100787,47,127340,89667,0,707,2,0
100788,49,53783,9677,27,351,3,1
100789,52,54152,78508,14,411,4,1
100790,39,78741,85865,16,594,3,1
100791,41,127049,55617,25,488,3,1
100792,25,71502,91029,19,364,0,1
100793,38,49092,23595,24,764,2,1
100794,48,37653,92459,12,557,3,1
100795,62,117999,65148,32,630,2,1
100796,42,119564,51926,24,800,2,0
100797,41,60469,80271,7,509,0,1
100798,26,143064,39457,4,388,2,0
100799,21,106483,47531,5,327,3,1
100800,25,141585,78263,22,537,1,1
100801,61,79754,78300,29,635,3,1
100802,32,49978,68171,13,362,3,1
100803,46,107592,50771,22,799,2,0
100804,54,114543,98135,10,840,3,0
100805,34,63169,71354,30,768,1,1
100806,46,68287,42289,5,350,2,1
100807,47,74745,38892,10,411,4,0
100808,29,130168,76196,12,600,3,0
100809,46,133985,43409,11,389,3,0
100810,42,140843,39470,1,528,0,1
100811,50,25543,23385,34,449,4,0
100812,63,76392,28296,35,437,4,1
100813,37,41067,66716,16,434,1,1
100814,46,71033,94152,27,756,4,1
100815,56,65256,31382,27,793,0,0
100816,21,110633,81675,21,826,1,0
100817,28,128383,27419,37,632,4,1
100818,55,129048,98321,6,661,1,1
100819,35,89345,86238,14,473,4,1
100820,42,42191,99753,31,512,4,1
100821,34,106803,44291,10,642,4,1
100822,46,92742,17397,23,360,3,1
100823,48,138843,62888,2,360,4,0
100824,43,106593,40169,29,823,3,1
100825,34,48992,67182,5,515,2,1
100826,44,132050,97476,1,722,0,0
100827,22,101531,47249,13,722,1,1
100828,46,68803,33341,17,670,1,0
100829,34,129975,80603,30,505,2,1
100830,27,83477,51144,12,585,4,0
100831,23,33210,66772,25,404,0,1
100832,43,103329,84360,11,842,2,0
100833,63,46270,18444,17,541,2,1
100834,38,82008,50647,8,790,1,0
100835,58,25197,15974,20,797,3,1
100836,55,133857,43383,39,734,3,1
100837,35,27452,99826,23,783,4,1
100838,45,61486,86552,33,746,4,0
100839,57,34859,99049,7,683,2,1
100840,48,47236,7956,32,809,4,1
100841,30,51899,13077,22,469,3,1
100842,59,52083,41490,12,622,0,1
100843,37,87708,60612,13,773,1,1
100844,59,131462,41159,13,531,3,1
100845,42,36663,44710,15,658,4,0
100846,46,113076,88536,37,574,1,0
100847,64,138665,18806,38,331,1,0
100848,45,39053,83345,25,476,2,1
100849,37,31085,85391,25,364,4,1
100850,33,50564,99924,0,326,2,1
100851,40,109745,11458,31,778,1,1
100852,45,79095,40524,14,567,2,1
100853,24,89517,11853,20,365,4,1
100854,30,41153,45477,17,432,3,0
100855,23,25247,37222,29,665,0,1
100856,61,30553,23320,12,381,3,0
100857,38,40811,99154,23,627,1,1
100858,56,115381,57243,29,397,3,1
100859,42,26135,50615,1,626,2,1
100860,54,25573,22352,18,841,4,1
100861,28,138819,77833,24,424,3,1
100862,60,144588,98476,13,509,3,0
100863,64,99267,8203,5,432,4,0
100864,39,27189,44267,11,802,2,1
100865,62,100077,42941,19,456,0,0
100866,61,63646,87809,22,681,3,1
100867,57,96623,30368,29,321,1,1
100868,26,131971,82186,29,718,2,1
100869,46,73687,35984,37,771,2,1
100870,54,88312,46941,29,533,3,1
100871,26,127615,77918,29,753,4,1
100872,57,47564,57683,35,461,3,1
100873,53,48835,5801,33,600,3,1
100874,42,81587,52965,15,605,4,1
100875,41,27697,90269,23,301,1,1
100876,26,100165,14969,13,570,4,1
100877,26,93922,40969,25,720,3,1
100878,24,37046,87269,7,442,0,0
100879,50,77823,37449,13,834,4,1
100880,31,93580,96679,30,336,1,1
100881,50,73370,30705,1,406,4,0
100882,51,29615,65303,3,596,4,1
100883,44,133338,33363,0,396,2,0
100884,29,25060,35720,19,580,2,1
100885,23,96436,14972,13,409,3,1
100886,51,80519,38351,39,848,3,1
100887,60,140562,41145,24,487,4,1
100888,57,91117,92948,24,787,0,0
100889,56,81158,94614,2,653,3,1
100890,44,54782,93116,4,318,4,0
100891,51,105709,61235,37,692,4,1
100892,26,98533,19855,25,560,4,0
100893,22,128939,41169,39,709,4,1
100894,40,78255,51404,37,702,4,1
100895,48,131952,24569,37,783,2,0
100896,31,92684,59437,3,603,1,1
100897,24,76918,53506,6,317,1,0
100898,35,146093,30738,29,483,4,1
100899,26,104284,11772,29,704,3,0
100900,50,99558,95410,18,430,0,1
100901,58,105549,24731,38,778,4,0
100902,22,124223,15131,34,307,0,0
100903,35,101422,71324,39,617,2,0
100904,31,140363,59097,32,690,1,1
100905,28,146352,86720,32,818,2,0
100906,46,45256,7889,13,435,3,0
100907,64,50005,14569,37,830,3,0
100908,25,26638,92193,9,666,4,1
100909,26,57419,80677,27,788,3,1
100910,46,53377,90192,13,310,3,1
100911,24,126244,92154,35,745,2,0
100912,39,63116,82470,37,413,0,0
100913,40,56634,93822,15,495,1,1
100914,53,102291,12612,20,622,3,1
100915,40,43382,56644,27,811,3,0
100916,32,135303,37069,32,464,2,1
100917,21,76063,86741,5,551,1,1
100918,46,42394,32331,14,343,2,0
100919,34,87789,60897,2,769,0,0
100920,58,123246,18934,34,788,2,0
100921,57,130634,15095,13,480,1,1
100922,31,20864,96494,1,376,1,1
100923,56,119572,23706,28,673,3,0
100924,33,60222,48516,3,366,0,1
100925,63,33666,39629,25,824,4,1
100926,23,143664,51910,11,391,3,0
100927,53,40955,93540,1,543,2,0
100928,26,130674,25431,16,640,2,1
100929,30,123533,61733,34,603,1,1
100930,25,101845,45088,9,697,1,1
100931,43,136925,49135,21,747,1,1
100932,30,89590,43015,20,396,4,1
100933,64,147775,36385,14,630,4,1
100934,22,86471,75199,34,504,3,1
100935,33,130476,43677,20,748,4,0
100936,60,108314,17818,20,717,1,1
100937,22,142579,93222,20,376,3,1
100938,40,63298,68001,31,848,3,0
100939,21,83108,28977,4,724,0,0
100940,57,133864,54832,38,728,4,0
100941,29,68924,45931,8,784,2,1
100942,37,36709,88990,17,434,2,0
100943,29,29726,83894,20,553,0,1
100944,31,80824,77204,7,554,1,1
100945,35,60542,50784,33,798,0,1
100946,44,40245,14921,9,783,1,0
100947,58,54753,39959,23,345,4,1
100948,55,99788,37328,39,742,4,1
100949,50,41316,13859,23,303,3,1
100950,51,122907,94506,31,300,3,1
100951,25,104698,79408,32,589,3,1
100952,64,35960,89766,37,408,3,0
100953,34,50791,31708,33,759,2,0
100954,31,127766,23847,10,565,3,1
100955,29,45216,60989,30,437,3,1
100956,54,52467,97641,17,733,3,1
100957,32,84427,9922,22,343,1,0
100958,55,132470,74928,21,809,3,0
100959,55,82047,57335,17,561,0,0
100960,21,93290,18541,39,451,3,1
100961,60,67014,24551,38,512,3,1
100962,42,24078,24381,19,533,2,0
100963,49,98389,60673,12,660,3,1
100964,28,70519,27948,0,619,1,1
100965,31,24042,97264,3,521,4,1
100966,61,69052,64072,23,509,3,1
100967,57,34389,72560,35,695,3,1
100968,34,115961,87249,35,788,3,1
100969,50,88111,7486,1,763,2,1
100970,55,125058,71691,27,751,4,1
100971,41,113715,15082,25,712,2,0
100972,57,70733,89105,22,775,2,1
100973,25,54754,12086,14,555,2,0
100974,39,38624,72853,35,449,1,0
100975,34,105886,75027,26,426,4,1
100976,46,46681,20916,5,691,1,0
100977,24,109524,20248,34,779,1,0
100978,45,101006,73047,38,696,4,0
100979,62,44704,29226,37,701,1,0
100980,45,124272,30025,34,573,4,1
100981,38,114913,53380,35,438,3,1
100982,60,114108,12848,9,402,2,0
100983,28,143731,19274,29,541,1,1
100984,59,27493,59545,37,416,4,1
100985,60,89639,40233,28,513,0,1
100986,34,120380,21304,38,783,1,1
100987,52,74383,16294,3,828,1,0
100988,58,22994,31425,4,523,4,1
100989,53,89280,73711,3,569,0,1
100990,43,67234,98311,35,433,0,0
100991,35,67291,14425,15,413,3,1
100992,53,148674,96549,24,740,1,1
100993,45,112868,98464,13,664,2,1
100994,37,25594,49990,10,531,1,1
100995,53,125835,78746,28,757,2,1
100996,22,27371,73295,33,674,2,1
100997,34,67315,21091,21,506,4,0
100998,60,103564,5002,13,819,1,0
100999,60,147251,55411,23,767,4,1
101000,59,121448,45958,38,742,3,1
101001,26,99526,25707,25,620,2,0
101002,26,132387,20248,35,392,0,1
101003,23,36626,76309,38,707,2,1
101004,27,106005,83322,15,457,3,0
101005,28,126258,56720,37,398,2,0
101006,62,125573,20037,31,524,4,1
101007,35,27130,72421,5,740,1,1
101008,49,26828,86867,33,700,0,1
101009,53,77514,45612,7,363,4,1
101010,50,127148,93031,29,578,1,1
101011,59,132524,18450,26,818,0,1
101012,47,124635,14491,6,547,3,1
101013,56,72664,79804,26,667,2,0
101014,49,131701,98293,24,397,0,0
101015,58,37883,11791,14,567,3,0
101016,53,63059,33314,24,359,1,1
101017,57,104078,56883,21,799,0,1
101018,47,62932,99119,17,607,3,1
101019,53,149900,92086,11,792,1,1
101020,24,81269,70629,22,710,4,0
101021,42,139850,14967,38,439,2,0
101022,22,95986,86754,24,627,3,1
101023,30,105959,48220,9,763,4,1
101024,25,22035,79163,29,462,1,1
101025,30,129767,9947,9,359,0,1
101026,53,60745,44419,33,330,2,1
101027,58,37241,61131,12,632,1,1
101028,33,72975,93714,28,375,3,1
101029,51,43154,33876,37,616,2,1
101030,56,45625,93444,8,716,4,1
101031,44,64950,24971,12,489,2,1
101032,35,118602,67539,36,788,4,0
101033,49,76396,54228,13,614,1,1
101034,28,119227,79495,36,595,0,0
101035,25,138920,33261,8,800,2,0
101036,49,33331,66260,7,476,0,1
101037,24,83927,86371,38,514,0,1
101038,32,106226,89793,39,631,2,1
101039,22,104719,8346,2,427,2,1
101040,47,83014,61176,39,568,0,1
101041,51,59346,57300,32,834,3,0
101042,56,90411,16340,31,665,3,1
101043,56,74478,38012,6,647,2,1
101044,46,32254,40393,18,441,0,1
101045,63,75734,80133,33,444,0,1
101046,47,48621,30557,13,544,1,0
101047,25,136490,69204,18,741,0,0
101048,40,96441,78273,25,589,3,1
101049,31,66121,22276,16,411,1,1
101050,30,147386,59639,27,513,3,0
101051,60,101418,12310,18,499,4,1
101052,58,80197,40167,26,704,2,0
101053,26,104577,89880,18,720,4,0
101054,28,114634,15391,32,306,2,0
101055,43,138034,55621,6,824,3,1
101056,46,62431,15892,28,585,3,0
101057,63,137637,81733,4,688,4,0
101058,32,119245,83586,29,715,2,0
101059,46,120211,41142,7,449,2,1
101060,33,24837,50679,11,727,1,0
101061,60,131984,46615,12,592,0,0
101062,38,110025,52553,25,633,1,0
101063,45,103163,84071,17,571,3,1
101064,53,91232,46002,19,342,4,0
101065,60,68994,75658,15,767,2,0
101066,63,99079,14852,36,618,1,1
101067,32,32615,10387,2,791,4,1
101068,64,21466,44994,26,826,4,1
101069,56,50771,38725,14,471,0,0
101070,24,138645,77682,33,620,2,0
101071,25,103886,5560,21,343,4,1
101072,57,85911,61565,39,831,2,1
101073,28,118566,6312,22,753,1,1
101074,62,40746,23205,3,382,4,0
101075,48,108422,16595,22,842,4,1
101076,51,129884,92566,8,621,1,0
101077,29,80739,26329,23,533,2,0
101078,49,128440,73187,20,839,2,0
101079,34,118187,80542,15,551,4,1
101080,60,93369,40645,24,748,1,0
101081,61,21893,92502,25,538,3,0
101082,42,50573,98382,8,789,2,0
101083,31,116907,92310,14,763,3,1
101084,43,60874,74619,38,613,4,1
101085,21,97362,38513,32,474,3,0
101086,57,119956,13749,0,479,3,1
101087,41,107460,35783,4,684,2,0
101088,46,147021,65645,8,594,4,0
101089,56,138580,87861,5,514,3,0
101090,43,53367,58175,27,374,2,1
101091,21,41199,89216,25,643,3,1
101092,60,136600,67709,27,441,2,1
101093,35,111404,22323,39,498,4,1
101094,41,94328,55762,14,470,1,1
101095,29,77724,93220,5,705,2,0
101096,29,106133,69222,26,527,2,0
101097,30,56405,39493,37,710,3,1
101098,46,118232,63328,3,361,4,1
101099,61,128659,17213,10,626,0,0
101100,55,35989,51930,20,432,0,0
101101,45,48931,32713,29,488,1,0
101102,46,29290,77723,17,655,4,0
101103,31,58367,37583,34,370,2,0
101104,58,141136,84944,2,562,0,1
101105,22,99878,27369,11,605,1,1
101106,27,110477,52928,26,523,4,1
101107,38,99481,73950,29,627,1,0
101108,47,96298,24510,20,373,0,1
101109,54,146299,17120,37,810,3,0
101110,47,50133,10295,20,441,3,1
101111,37,132616,25460,37,401,4,0
101112,63,125686,19963,39,364,1,0
101113,64,47052,82116,14,492,2,1
101114,44,127286,92822,17,361,0,1
101115,45,105489,32328,28,831,3,1
101116,27,60475,89629,37,540,3,0
101117,26,102666,26605,20,709,1,0
101118,44,116622,49813,16,599,3,0
101119,53,77656,51371,17,494,1,1
101120,49,24633,52598,36,753,0,1
101121,63,37304,65776,37,600,1,1
101122,42,127573,77258,11,755,3,1
101123,46,117820,45969,10,501,1,1
101124,48,66546,41912,19,601,3,1
101125,41,27008,43374,8,636,4,1
101126,27,68291,77302,0,331,3,1
101127,37,47405,67784,2,397,3,0
101128,40,137069,54882,20,490,3,1
101129,61,56386,20928,22,840,4,0
101130,40,110909,26274,8,347,2,1
101131,42,40827,39416,18,549,3,1
101132,48,53040,91148,18,525,2,0
101133,60,80354,65998,22,571,0,1
101134,27,98543,34047,26,784,1,1
101135,21,38157,48356,26,627,2,1
101136,52,117693,42134,38,479,0,1
101137,33,55315,72042,35,322,1,0
101138,50,55932,56310,11,669,3,1
101139,43,41164,85758,26,544,3,1
101140,39,34414,17363,33,459,3,0
101141,52,147597,90149,32,672,4,1
101142,50,34327,49563,27,584,4,1
101143,49,133880,35628,30,820,4,0
101144,49,20946,74672,31,749,4,1
101145,50,34693,51246,19,435,0,0
101146,36,47241,16161,39,395,0,0
101147,60,135194,94110,34,418,3,1
101148,39,115790,97438,30,673,1,1
101149,38,35540,7810,30,573,4,1
101150,21,92255,64860,37,476,1,0
101151,34,84757,82199,21,576,0,1
101152,22,61203,76688,8,437,4,0
101153,48,45081,70548,8,431,0,0
101154,50,81861,67363,14,343,0,0
101155,58,31350,16162,12,422,2,0
101156,24,75512,92858,21,435,0,0
101157,21,76809,78535,15,666,3,0
101158,28,121894,12219,31,672,0,1
101159,49,117557,75864,1,425,4,0
101160,59,62832,8621,25,738,3,0
101161,23,48369,94792,13,350,0,1
101162,52,51728,49433,37,436,3,1
101163,30,37576,81850,33,457,0,1
101164,30,49001,71188,7,355,3,1
101165,39,147625,59951,35,727,1,1
101166,54,103384,86718,20,742,2,1
101167,53,20390,41558,27,625,3,0
101168,43,107535,20659,5,379,4,1
101169,48,65436,39413,19,773,2,0
101170,52,31569,15435,30,676,2,1
101171,27,33029,58911,32,632,0,1
101172,49,42490,33067,6,474,3,1
101173,28,65875,92794,7,740,2,1
101174,21,143552,98823,8,425,4,0
101175,23,120864,74224,1,518,4,0
101176,44,25867,78225,16,577,4,1
101177,43,100820,6379,36,784,0,1
101178,28,119515,32624,16,440,1,0
101179,57,29121,96500,37,409,3,1
101180,23,21539,93427,34,351,2,1
101181,53,111024,62745,38,618,3,0
101182,48,37027,56805,29,498,2,0
101183,28,147402,17516,5,345,0,1
101184,54,94229,84422,3,804,3,0
101185,55,28921,90843,36,839,0,1
101186,52,70435,29843,34,813,0,1
101187,44,142368,10912,8,316,3,1
101188,34,30310,26514,5,614,3,0
101189,52,83965,92359,12,735,2,0
101190,63,142033,62032,21,687,4,1
101191,36,131048,33797,27,376,0,0
101192,24,116444,11449,29,670,1,0
101193,57,89922,6725,35,464,2,1
101194,41,117799,86406,1,323,2,1
101195,34,113948,14304,35,334,4,1
101196,51,102839,78058,7,813,4,1
101197,38,32242,18663,8,760,0,0
101198,27,137027,75320,0,437,2,0
101199,30,132561,80008,12,564,2,0
101200,27,28947,99488,14,632,1,0
101201,53,132250,80591,31,487,0,0
101202,43,91466,17676,33,362,0,1
101203,41,123706,30192,30,578,4,0
101204,39,140351,29722,13,841,0,1
101205,39,144749,12446,13,470,1,1
101206,56,81816,9725,28,802,0,0
101207,49,68785,90597,18,832,3,1
101208,38,139963,93207,26,598,3,1
101209,22,20507,62632,8,500,1,1
101210,21,86972,71945,36,434,4,1
101211,25,47151,78741,36,571,2,0
101212,40,31618,21365,27,834,0,1
101213,31,94286,70792,23,741,4,0
101214,62,36122,69857,27,386,4,1
101215,22,27354,20704,35,330,0,0
101216,23,129598,55575,17,420,2,1
101217,43,50979,34902,24,368,0,0
101218,32,106436,6195,34,795,2,1
101219,40,99376,58517,3,445,1,1
101220,25,72774,39012,13,632,2,1
101221,57,122703,16415,38,780,4,1
101222,58,25037,44534,25,562,1,0
101223,50,48633,26686,7,592,3,1
101224,29,44495,82198,23,728,1,1
101225,54,84550,33743,15,385,2,0
101226,64,101384,37161,19,315,1,1
101227,55,56483,66313,14,417,1,1
101228,42,133181,7402,6,569,3,1
101229,64,93373,68190,16,694,2,1
101230,44,54069,57551,21,461,4,1
101231,37,27370,18275,21,403,1,1
101232,30,139873,33182,11,466,0,1
101233,50,136843,19915,17,599,4,0
101234,43,91947,5909,14,327,1,0
101235,52,59133,70908,36,723,4,0
101236,37,116035,27620,15,455,0,0
101237,37,115761,39112,4,623,4,1
101238,34,133753,79051,1,647,4,1
101239,29,20692,7431,27,420,0,1
101240,60,48926,91590,26,827,0,1
101241,22,119782,67175,30,463,0,0
101242,45,124700,37624,35,361,3,1
101243,59,93984,81121,0,639,0,1
101244,29,63390,66264,28,611,4,1
101245,42,69593,36958,0,675,0,0
101246,63,95609,6695,7,645,1,1
101247,24,120950,54932,15,449,0,1
101248,46,25209,49225,27,476,0,0
101249,49,146700,6403,21,653,2,1
101250,54,26533,88346,17,813,4,1
101251,43,106597,79391,21,608,4,0
101252,57,27211,43636,11,418,1,0
101253,31,29927,15839,18,818,3,1
101254,26,97463,70546,24,777,2,1
101255,38,137333,52829,4,713,1,1
101256,41,44594,14230,33,650,1,0
101257,62,94852,56977,38,805,4,1
101258,56,97713,45232,9,494,2,0
101259,61,96382,99792,6,486,4,1
101260,58,27933,30651,36,749,3,1
101261,54,123780,44963,14,795,4,1
101262,37,132157,60872,23,814,0,1
101263,57,60696,84198,25,572,4,1
101264,45,85449,18739,25,351,0,1
101265,58,87616,68294,25,562,1,0
101266,32,26089,53356,9,667,3,1
101267,43,76548,6789,16,432,0,1
101268,62,46123,24420,13,524,3,1
101269,42,27797,94297,1,609,4,1
101270,41,70013,42606,12,315,4,1
101271,47,28346,43640,26,494,1,0
101272,51,105414,49135,8,742,4,0
101273,26,53672,42067,6,602,0,1
101274,47,37653,63420,9,347,1,0
101275,60,69556,22357,8,420,3,1
101276,54,143723,44851,21,798,1,1
101277,32,128278,43262,22,768,3,0
101278,27,46140,81853,6,340,2,1
101279,30,21184,63643,8,755,0,1
101280,37,143626,26534,26,833,0,1
101281,46,54493,96270,23,670,3,1
101282,41,64148,37872,28,481,4,1
101283,48,44846,12689,16,816,4,1
101284,22,131361,74103,19,530,2,1
101285,63,42195,91268,6,647,3,1
101286,21,25606,91310,39,778,2,1
101287,56,23956,93731,6,508,3,1
101288,46,36555,42412,27,577,2,1
101289,49,110385,52734,18,352,3,0
101290,41,38690,92793,19,309,0,1
101291,31,78502,74930,38,763,2,0
101292,60,144586,27228,39,457,2,1
101293,31,68849,82924,6,318,3,0
101294,56,46347,16319,5,354,1,1
101295,59,118725,11475,24,320,1,1
101296,60,123844,88694,12,581,0,1
101297,55,111321,19728,38,839,4,1
101298,54,69056,34545,39,716,4,1
101299,44,83851,86686,21,584,0,1
101300,42,118234,66756,16,831,4,1
101301,25,101502,73775,21,831,3,1
101302,53,116633,43699,33,810,1,0
101303,56,101418,41821,7,695,0,0
101304,40,90211,35615,17,419,3,1
101305,39,61850,18746,23,396,0,1
101306,55,98545,91457,1,419,1,1
101307,63,47843,27745,1,836,4,0
101308,37,82320,6245,26,452,3,0
101309,63,49793,29853,13,544,1,0
101310,54,59516,32632,38,815,0,0
101311,29,124407,17856,11,692,2,0
101312,46,149045,61893,31,442,3,0
101313,22,37857,75641,27,803,0,1
101314,29,39627,73049,27,519,0,0
101315,29,81822,63182,24,459,1,1
101316,60,104101,7801,3,375,0,0
101317,37,111561,84431,25,331,3,0
101318,21,72248,44749,35,633,3,1
101319,45,75798,78757,2,824,0,0
101320,63,113368,60654,0,739,1,1
101321,60,64116,76574,16,651,3,0
101322,62,95318,60381,6,638,2,0
101323,45,124186,63601,4,699,4,0
101324,59,147119,20082,18,695,1,0
101325,55,107902,19648,38,501,1,1
101326,23,48557,5364,33,829,4,1
101327,57,91334,39568,34,392,4,0
101328,64,95163,84646,15,657,3,1
101329,64,126719,76494,39,695,0,0
101330,50,143099,79632,38,359,0,1
101331,58,98002,12436,26,776,2,0
101332,54,62614,91713,37,300,0,1
101333,32,32720,31754,24,610,2,0
101334,39,77608,65194,25,467,2,0
101335,57,127449,29544,13,491,1,1
101336,64,122828,65180,13,333,1,1
101337,37,146613,68295,13,333,3,0
101338,30,92095,17638,24,716,4,0
101339,32,125924,70715,35,457,4,1
101340,36,104694,74409,3,799,2,0
101341,44,116452,88106,14,665,4,1
101342,39,107593,22157,31,639,2,1
101343,28,55892,50565,17,634,4,0
101344,51,126975,74996,13,626,3,1
101345,41,97242,70888,0,413,1,1
101346,37,136041,61095,19,717,1,0
101347,43,146202,69947,9,767,2,0
101348,57,97606,92122,9,442,4,1
101349,36,143769,75880,23,608,0,0
101350,26,138542,9507,33,700,3,1
101351,28,126438,48988,27,619,4,1
101352,45,20924,21865,26,511,0,0
101353,38,71322,32213,39,616,3,1
101354,45,46478,60954,0,484,3,0
101355,32,91042,62450,32,504,1,0
101356,35,66418,9477,3,663,2,0
101357,46,82217,67222,6,515,4,1
101358,61,120699,11533,8,545,3,1
101359,46,110140,54395,15,538,4,1
101360,52,100846,28396,4,690,3,0
101361,30,93762,17755,33,819,1,1
101362,36,31781,5865,22,576,2,1
101363,27,25515,16173,24,501,0,0
101364,37,137358,63905,12,513,0,0
101365,43,56133,43097,23,777,1,1
101366,46,102508,38371,10,807,3,0
101367,41,117628,16254,16,374,1,1
101368,42,96946,9018,36,441,2,1
101369,27,105058,10192,12,621,0,0
101370,34,29095,7015,26,760,4,1
101371,35,108583,73916,19,445,0,0
101372,27,40470,33343,32,353,2,1
101373,29,63129,74306,31,655,3,1
101374,28,28531,10829,7,576,1,0
101375,43,57038,39381,28,699,0,0
101376,49,107939,86081,39,815,0,0
101377,38,62674,23263,18,798,4,1
101378,51,147572,58260,5,610,1,1
101379,50,114658,48306,38,570,4,1
101380,59,102476,96211,20,748,4,0
101381,55,49831,63418,21,411,3,1
101382,38,77174,95898,9,538,0,0
101383,62,31279,5148,9,443,1,0
101384,59,58220,6754,28,673,3,0
101385,37,80610,31745,15,319,3,0
101386,34,72719,77914,0,588,3,1
101387,51,144936,60833,16,496,2,1
101388,44,73051,25140,29,681,2,1
101389,55,92013,79907,25,791,3,1
101390,64,76652,65653,18,463,2,1
101391,54,85524,97535,20,548,1,1
101392,23,102936,66521,16,367,0,1
101393,57,26470,83315,39,320,1,1
101394,63,87598,36075,20,811,0,1
101395,60,61798,35697,39,689,2,1
101396,46,144517,59544,18,835,1,1
101397,43,73473,14795,6,410,4,1
101398,64,39880,69555,16,759,3,1
101399,59,120117,57204,0,377,0,0
101400,35,64439,74754,36,733,0,1
101401,24,140944,69860,5,679,4,0
101402,49,34308,56529,25,739,4,1
101403,42,111563,16672,1,638,3,1
101404,45,116256,59238,31,723,2,1
101405,33,55081,40950,4,468,1,1
101406,38,95242,16009,36,561,1,1
101407,53,70383,52096,30,528,1,0
101408,36,29837,24544,11,460,2,0
101409,62,124135,60728,34,726,3,0
101410,64,72151,34381,29,421,1,0
101411,22,138128,30287,5,448,0,1
101412,55,56824,69610,14,410,0,1
101413,62,53073,73122,14,520,0,0
101414,54,132651,73184,15,363,4,0
101415,50,117624,45081,19,653,4,1
101416,33,113648,88637,12,773,2,0
101417,33,46299,50312,30,784,1,1
101418,38,119993,92228,33,312,4,1
101419,52,78861,77943,28,452,0,0
101420,52,50063,87790,2,538,4,0
101421,55,89453,85770,8,489,0,0
101422,59,141768,57726,10,385,1,1
101423,49,143299,27211,10,320,2,1
101424,49,88472,34480,24,618,3,1
101425,64,122166,52780,21,457,3,0
101426,36,34506,62138,8,780,0,1
101427,64,114341,95382,19,375,4,1
101428,30,99854,47503,20,628,4,1
101429,50,133604,62893,9,715,0,1
101430,45,46026,51193,21,502,1,1
101431,59,47672,66358,28,528,0,0
101432,40,58417,85857,8,451,1,1
101433,25,72413,83182,4,371,2,0
101434,21,144044,27117,39,524,2,1
101435,50,85066,64056,10,772,0,0
101436,23,79213,63706,0,659,2,0
101437,34,70971,75429,0,839,4,1
101438,50,47281,14476,38,345,1,1
101439,24,133978,87806,4,300,3,1
101440,38,48091,60006,21,544,3,1
101441,57,70494,92238,25,518,2,0
101442,45,123864,74918,5,590,1,1
101443,21,133755,68155,31,757,4,1
101444,35,38610,72321,10,503,3,1
101445,29,21079,50798,9,501,4,1
101446,35,115386,82271,38,781,4,1
101447,44,66751,35177,33,810,3,1
101448,24,106126,87215,30,577,3,0
101449,32,75432,48013,11,315,2,1
101450,57,50951,87600,15,824,1,1
101451,57,100863,58450,37,655,0,0
101452,63,98291,52928,2,655,1,1
101453,26,145659,97403,1,377,0,0
101454,59,79872,50382,4,366,3,0
101455,44,27235,90038,10,513,4,1
101456,31,102733,5760,24,748,1,0
101457,33,82712,29142,34,732,4,0
101458,54,41473,22290,34,844,1,0
101459,45,87567,76035,21,414,1,0
